Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Affiliations,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Name Preferred,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,DOI Link,Book DOI,Early Access Date,Number of Pages,WoS Categories,Web of Science Index,Research Areas,IDS Number,Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,UT (Unique WOS ID),Web of Science Record
J,"Van Yperen, J; Campillo-Funollet, E; Inkpen, R; Memon, A; Madzvamuse, A",,,,"Van Yperen, James; Campillo-Funollet, Eduard; Inkpen, Rebecca; Memon, Anjum; Madzvamuse, Anotida",,,A hospital demand and capacity intervention approach for COVID-19,PLOS ONE,,,,,,,,,,,,"The mathematical interpretation of interventions for the mitigation of epidemics in the literature often involves finding the optimal time to initiate an intervention and/or the use of the number of infections to manage impact. Whilst these methods may work in theory, in order to implement effectively they may require information which is not likely to be available in the midst of an epidemic, or they may require impeccable data about infection levels in the community. In reality, testing and cases data can only be as good as the policy of implementation and the compliance of the individuals, which implies that accurately estimating the levels of infections becomes difficult or complicated from the data that is provided. In this paper, we demonstrate a different approach to the mathematical modelling of interventions, not based on optimality or cases, but based on demand and capacity of hospitals who have to deal with the epidemic on a day to day basis. In particular, we use data-driven modelling to calibrate a susceptible-exposed-infectious-recovered-died type model to infer parameters that depict the dynamics of the epidemic in several regions of the UK. We use the calibrated parameters for forecasting scenarios and understand, given a maximum capacity of hospital healthcare services, how the timing of interventions, severity of interventions, and conditions for the releasing of interventions affect the overall epidemic-picture. We provide an optimisation method to capture when, in terms of healthcare demand, an intervention should be put into place given a maximum capacity on the service. By using an equivalent agent-based approach, we demonstrate uncertainty quantification on the likelihood that capacity is not breached, by how much if it does, and the limit on demand that almost guarantees capacity is not breached.",,,,,"; Madzvamuse, Anotida/F-9270-2012","Memon, Anjum/0000-0001-8256-3015; Madzvamuse, Anotida/0000-0002-9511-8903; Campillo-Funollet, Eduard/0000-0001-7021-1610; Van Yperen, James/0000-0002-0513-1494",,,,,,,,,,,,,1932-6203,,,,,MAY 3,2023,18,5,,,,,,,,10.1371/journal.pone.0283350,http://dx.doi.org/10.1371/journal.pone.0283350,,,,,,,,37134085,,,,,WOS:000984892100028,View Full Record in Web of Science
J,"Kim, SW",,,,"Kim, Shin-Woo",,,"COVID-19 Outbreak in Daegu City, Korea and Response to COVID-19: How Have We Dealt and What Are the Lessons?",JOURNAL OF KOREAN MEDICAL SCIENCE,,,,,,,,,,,,"The first coronavirus disease 2019 (COVID-19) outbreak in Daegu city was overcome by efforts, including; 1) prompt isolation and quarantine action by local government with cooperative help from expert groups and the central government, 2) high-intensity social distancing and active cooperation of citizens, 3) admission of asymptomatic and mild patients in `residential treatment centers', and 4) use of a telephone scoring system for the allocation of patients, with a mortality rate of 2.5%. A continuous suppression policy with test, tracing, and treatment (3 Ts) was implemented as an active response to the initial outbreaks in Korea. With the introduction of vaccines and therapeutic agents, the COVID-19 crisis had improved. Recently, the omicron variant was responsible for most domestic outbreaks, albeit with a low mortality rate (0.1%). Since the omicron outbreak, a damage mitigation policy has been implemented, focusing on protecting vulnerable groups. In the future, preparation including below are needed; 1) improving the national public health emergency response system, 2) strengthening the crisis response capacity of local governments, 3) cooperation between public healthcare and private healthcare, and 4) establishing a resilient medical response system.",,,,,"Kim, Sara/F-2951-2013","Kim, Sara/0000-0002-8246-9536; Kim, Shin-Woo/0000-0002-3755-8249",,,,,,,,,,,,,1011-8934,1598-6357,,,,DEC 26,2022,37,50,,,,,,,e356,10.3346/jkms.2022.37.e356,http://dx.doi.org/10.3346/jkms.2022.37.e356,,,,,,,,36573388,,,,,WOS:000919592700006,View Full Record in Web of Science
J,"Andersen, PT; Loncarevic, N; Damgaard, MB; Jacobsen, MW; Bassioni-Stamenic, F; Karlsson, LE",,,,"Andersen, Pernille Tanggaard; Loncarevic, Natasa; Damgaard, Maria Busk; Jacobsen, Mette Winge; Bassioni-Stamenic, Farida; Karlsson, Leena Eklund",,,"Public health, surveillance policies and actions to prevent community spread of COVID-19 in Denmark, Serbia and Sweden",SCANDINAVIAN JOURNAL OF PUBLIC HEALTH,,,,,,,,,,,,"Aim: This study investigates the non-medical public health and surveillance policies and actions for tackling the community spread of COVID-19 pandemic in Denmark, Serbia and Sweden during the first five months of the pandemic in 2020. Method: The study is inspired by a process-tracing design for case study with a focus on the non-medical measures and surveillance strategies implemented by the three countries. The comprehensive collection and study of national documents formed the basis of the document analysis. Results: The Danish strategy was to prolong the transmission period, preventing high numbers of infected cases from impacting their healthcare capacity. The government's strategy was characterized by strict governance elements, health guidelines and behavioural recommendations. In Serbia, the main strategy was to prevent the spread and control of the infectious disease by shifting all human and material resources towards the function of controlling the spread. Serbia applied the strictest measures in the fight against coronavirus in relation to other countries in the region and in Europe. The Swedish strategy focused more on recommendations than requirements to motivate the public to modify their behaviours voluntarily. Sweden's loose pandemic strategy implementation focused on voluntary and stepwise action rather than legislation and compulsory measures. Conclusions: The public health policies and actions implemented to prevent community spread of COVID-19 in Denmark, Serbia and Sweden varied during the first five months of the pandemic. The differences in their response were due to delays in implementation, inconsistencies in perspectives towards the outbreak and the capacity of each country in terms of their pandemic preparedness and response.",,,,,,"Busk Damgaard, Maria/0000-0002-7997-9922; Andersen, Pernille Tanggaard/0000-0001-7334-761X",,,,,,,,,,,,,1403-4948,1651-1905,,,,AUG,2022,50,6,,,,,711,729,1.40349E+16,10.1177/14034948211056215,http://dx.doi.org/10.1177/14034948211056215,,NOV 2021,,,,,,34844483,,,,,WOS:000727377200001,View Full Record in Web of Science
J,"Santos, J",,,,"Santos, Joost",,,Using input-output analysis to model the impact of pandemic mitigation and suppression measures on the workforce,SUSTAINABLE PRODUCTION AND CONSUMPTION,,,,,,,,,,,,"The flatten the curve graphic has recently become a common tool to visualize the extent to which pandemic suppression and mitigation measures could potentially reduce and delay the number of daily infections due to a pandemic. The COVID-19 pandemic has challenged the capacity of the many healthcare systems and created cascading economic impacts on interdependent sectors of the global society. This paper specifically explores the impact of pandemics on the workforce. The model proposed in this paper comprises of three major steps. First, sources for epidemic curves are identified to generate the attack rate, which is the daily number of infections normalized with respect to the population of the affected region. Second, the model assumes that the general attack rate can be specialized to reflect sector-specific workforce classifications, noting that each economic sector has varying dependence on the workforce. Third, using economic input-output (IO) data from the US Bureau of Economic Analysis, this paper analyzes the performance of several mitigation and suppression measures relative to a baseline pandemic scenario. Results from the IO simulations demonstrate the extent to which mitigation and suppression measures can flatten the curve. This paper concludes with reflections on other consequences of pandemics such as the mental health impacts associated with social isolation and the disproportionate effects on different socioeconomic groups. (C) 2020 Institution of Chemical Engineers. Published by Elsevier B.V. All rights reserved.",,,,,,,,,,,,,,,,,,,2352-5509,,,,,JUL,2020,23,,,,,,249,255,,10.1016/j.spc.2020.06.001,http://dx.doi.org/10.1016/j.spc.2020.06.001,,,,,,,,33521216,,,,,WOS:000546646600022,View Full Record in Web of Science
J,"Dunne, EM; Maxwell, T; Dawson-Skuza, C; Burns, M; Ball, C; Turner, K; Hahn, CG; Bowyer, M; Carter, KK; Hudson, L",,,,"Dunne, Eileen M.; Maxwell, Tanis; Dawson-Skuza, Christina; Burns, Matthew; Ball, Christopher; Turner, Kathryn; Hahn, Christine G.; Bowyer, Melody; Carter, Kris K.; Hudson, Logan",,,"Investigation and public health response to a COVID-19 outbreak in a rural resort community-Blaine County, Idaho, 2020",PLOS ONE,,,,,,,,,,,,"Blaine County, Idaho, a rural area with a renowned resort, experienced a COVID-19 outbreak early in the pandemic. We undertook an epidemiologic investigation to describe the outbreak and guide public health action. Confirmed cases of COVID-19 were identified from reports of SARS-CoV-2-positive laboratory test results to South Central Public Health District. Information on symptoms, hospitalization, recent travel, healthcare worker status, and close contacts was obtained by medical record review and patient interviews. Viral sequence analysis was conducted on a subset of available specimens. During March 13-April 10, 2020, a total of 451 COVID-19 cases among Blaine County residents (1,959 cases per 100,000 population) were reported, with earliest illness onset March 1. The median patient age was 51 years (interquartile range [IQR]: 37-63), 52 (11.5%) were hospitalized, and 5 (1.1%) died. The median duration between specimen collection and a positive laboratory result was 9 days (IQR: 4-10). Forty-four (9.8%) patients reported recent travel and an additional 37 cases occurred in out-of-state residents. Healthcare workers comprised 56 (12.4%) cases; 33 of whom worked at the only hospital in the county, leading to a 15-day disruption of hospital services. Among 562 close contacts monitored by public health authorities, laboratory-confirmed COVID-19 or compatible symptoms were identified in 51 (9.1%). Sequencing results from 34 specimens supported epidemiologic findings indicating travel as a source of SARS-CoV-2, and identified multiple lineages among hospital workers. Community mitigation strategies included school and resort closure, stay-at-home orders, and restrictions on incoming travelers. COVID-19 outbreaks in rural communities can disrupt health services. Lack of local laboratory capacity led to long turnaround times for COVID-19 test results. Rural communities frequented by tourists face unique challenges during the COVID-19 pandemic. Implementing restrictions on incoming travelers and other mitigation strategies helped reduce COVID-19 transmission early in the pandemic.",,,,,"Dunne, Eileen M/M-3203-2019","Dunne, Eileen M/0000-0001-5542-0780; Burns, Matthew/0000-0002-3744-3695",,,,,,,,,,,,,1932-6203,,,,,APR 21,2021,16,4,,,,,,,e0250322,10.1371/journal.pone.0250322,http://dx.doi.org/10.1371/journal.pone.0250322,,,,,,,,33882112,,,,,WOS:000644133400012,View Full Record in Web of Science
J,"Milne, GJ; Carrivick, J; Whyatt, D",,,,"Milne, George J.; Carrivick, Julian; Whyatt, David",,,Mitigating the SARS-CoV-2 Delta disease burden in Australia by non-pharmaceutical interventions and vaccinating children: a modelling analysis,BMC MEDICINE,,,,,,,,,,,,"Background In countries with high COVID-19 vaccination rates the SARS-CoV-2 Delta variant resulted in rapidly increasing case numbers. This study evaluated the use of non-pharmaceutical interventions (NPIs) coupled with alternative vaccination strategies to determine feasible Delta mitigation strategies for Australia. We aimed to understand the potential effectiveness of high vaccine coverage levels together with NPI physical distancing activation and to establish the benefit of adding children and adolescents to the vaccination program. Border closure limited SARS-CoV-2 transmission in Australia; however, slow vaccination uptake resulted in Delta outbreaks in the two largest cities and may continue as international travel increases. Methods An agent-based model was used to evaluate the potential reduction in the COVID-19 health burden resulting from alternative vaccination strategies. We assumed immunity was derived from vaccination with the BNT162b2 Pfizer BioNTech vaccine. Two age-specific vaccination strategies were evaluated, ages 5 and above, and 12 and above, and the health burden determined under alternative vaccine coverages, with/without activation of NPIs. Age-specific infections generated by the model, together with recent UK data, permitted reductions in the health burden to be quantified. Results Cases, hospitalisations and deaths are shown to reduce by (i) increasing coverage to include children aged 5 to 11 years, (ii) activating moderate NPI measures and/or (iii) increasing coverage levels above 80%. At 80% coverage, vaccinating ages 12 and above without NPIs is predicted to result in 1095 additional hospitalisations per million population; adding ages 5 and above reduces this to 996 per million population. Activating moderate NPIs reduces hospitalisations to 611 for ages 12 and over, and 382 per million for ages 5 and above. Alternatively, increasing coverage to 90% for those aged 12 and above is estimated to reduce hospitalisations to 616. Combining all three measures is shown to reduce cases to 158, hospitalisations to 1 and deaths to zero, per million population. Conclusions Delta variant outbreaks may be managed by vaccine coverage rates higher than 80% and activation of moderate NPI measures, preventing healthcare facilities from being overwhelmed. If 90% coverage cannot be achieved, including young children and adolescents in the vaccination program coupled with activation of moderate NPIs appears necessary to suppress future COVID-19 Delta-like transmission and prevent intensive care unit surge capacity from being exceeded.",,,,,"Milne, George J/C-6839-2013","Milne, George/0000-0002-9796-0600",,,,,,,,,,,,,1741-7015,,,,,FEB 18,2022,20,1,,,,,,,80,10.1186/s12916-022-02241-3,http://dx.doi.org/10.1186/s12916-022-02241-3,,,,,,,,35177062,,,,,WOS:000757394600002,View Full Record in Web of Science
J,"Seale, H; Dyer, CEF; Abdi, I; Rahman, KM; Sun, YN; Qureshi, MO; Dowell-Day, A; Sward, J; Islam, MS",,,,"Seale, Holly; Dyer, Clare E. F.; Abdi, Ikram; Rahman, Kazi M.; Sun, Yanni; Qureshi, Mohammed O.; Dowell-Day, Alexander; Sward, Jonathon; Islam, M. Saiful",,,Improving the impact of non-pharmaceutical interventions during COVID-19: examining the factors that influence engagement and the impact on individuals,BMC INFECTIOUS DISEASES,,,,,,,,,,,,"BackgroundDuring an evolving outbreak or pandemic, non-pharmaceutical interventions (NPIs) including physical distancing, isolation, and mask use may flatten the peak in communities. However, these strategies rely on community understanding and motivation to engage to ensure appropriate compliance and impact. To support current activities for COVID-19, the objectives of this narrative review was to identify the key determinants impacting on engagement.MethodsAn integrative narrative literature review focused on NPIs. We aimed to identify published peer-reviewed articles that focused on the general community (excluding healthcare workers), NPIs (including school closure, quarantine, isolation, physical distancing and hygiene behaviours), and factors/characteristics (including social, physical, psychological, capacity, motivation, economic and demographic) that impact on engagement.ResultsThe results revealed that there are a range of demographic, social and psychological factors underpinning engagement with quarantine, school closures, and personal protective behaviours. Aside from the factors impacting on acceptance and compliance, there are several key community concerns about their use that need to be addressed including the potential for economic consequences.ConclusionIt is important that we acknowledge that these strategies will have an impact on an individual and the community. By understanding the barriers, we can identify what strategies need to be adopted to motivate individuals and improve community compliance. Using a behavioural framework to plan interventions based on these key barriers, will also ensure countries implement appropriate and targeted responses.",,,,,"Seale, Holly/D-4200-2011; Qureshi, Mohammed Owais/AAN-3597-2020; SUN, Yanni/AHC-4163-2022","Seale, Holly/0000-0002-1877-5395; Qureshi, Mohammed Owais/0000-0002-1077-9404; SUN, Yanni/0000-0003-1373-8023; Islam, Md Saiful/0000-0002-5690-5971; Dyer, Clare/0000-0001-6950-4029",,,,,,,,,,,,,,1471-2334,,,,AUG 17,2020,20,1,,,,,,,607,10.1186/s12879-020-05340-9,http://dx.doi.org/10.1186/s12879-020-05340-9,,,,,,,,32807087,,,,,WOS:000563509700005,View Full Record in Web of Science
J,"Stawicki, SP; Jeanmonod, R; Miller, AC; Paladino, L; Gaieski, DF; Yaffee, AQ; De Wulf, A; Grover, J; Papadimos, TJ; Bloem, C; Galwankar, SC; Chauhan, V; Firstenberg, MS; Di Somma, S; Jeanmonod, D; Garg, SM; Tucci, V; Anderson, HL; Fatimah, L; Worlton, TJ; Dubhashi, SP; Glaze, KS; Sinha, S; Opara, IN; Yellapu, V; Kelkar, D; El-Menyar, A; Krishnan, V; Venkataramanaiah, S; Leyfman, Y; Al Thani, HAS; Nanayakkara, PWB; Nanda, S; Cioe-Pena, E; Sardesai, I; Chandra, S; Munasinghe, A; Dutta, V; Dal Ponte, ST; Izurieta, R; Asensio, JA; Garg, M",,,,"Stawicki, Stanislaw P.; Jeanmonod, Rebecca; Miller, Andrew C.; Paladino, Lorenzo; Gaieski, David F.; Yaffee, Anna Q.; De Wulf, Annelies; Grover, Joydeep; Papadimos, Thomas J.; Bloem, Christina; Galwankar, Sagar C.; Chauhan, Vivek; Firstenberg, Michael S.; Di Somma, Salvatore; Jeanmonod, Donald; Garg, Sona M.; Tucci, Veronica; Anderson, Harry L., III; Fatimah, Lateef; Worlton, Tamara J.; Dubhashi, Siddharth P.; Glaze, Krystal S.; Sinha, Sagar; Opara, Ijeoma Nnodim; Yellapu, Vikas; Kelkar, Dhanashree; El-Menyar, Ayman; Krishnan, Vimal; Venkataramanaiah, S.; Leyfman, Yan; Al Thani, Hassan Ali Saoud; Nanayakkara, Prabath W. B.; Nanda, Sudip; Cioe-Pena, Eric; Sardesai, Indrani; Chandra, Shruti; Munasinghe, Aruna; Dutta, Vibha; Dal Ponte, Silvana Teixeira; Izurieta, Ricardo; Asensio, Juan A.; Garg, Manish",,,The 2019-2020 Novel Coronavirus (Severe Acute Respiratory Syndrome Coronavirus 2) Pandemic: A Joint American College of Academic International Medicine-World Academic Council of Emergency Medicine Multidisciplinary COVID-19 Working Group Consensus Paper,JOURNAL OF GLOBAL INFECTIOUS DISEASES,,,,,,,,,,,,"What started as a cluster of patients with a mysterious respiratory illness in Wuhan, China, in December 2019, was later determined to be coronavirus disease 2019 (COVID-19). The pathogen severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), a novel Betacoronavirus, was subsequently isolated as the causative agent. SARS-CoV-2 is transmitted by respiratory droplets and fomites and presents clinically with fever, fatigue, myalgias, conjunctivitis, anosmia, dysgeusia, sore throat, nasal congestion, cough, dyspnea, nausea, vomiting, and/or diarrhea. In most critical cases, symptoms can escalate into acute respiratory distress syndrome accompanied by a runaway inflammatory cytokine response and multiorgan failure. As of this article's publication date, COVID-19 has spread to approximately 200 countries and territories, with over 4.3 million infections and more than 290,000 deaths as it has escalated into a global pandemic. Public health concerns mount as the situation evolves with an increasing number of infection hotspots around the globe. New information about the virus is emerging just as rapidly. This has led to the prompt development of clinical patient risk stratification tools to aid in determining the need for testing, isolation, monitoring, ventilator support, and disposition. COVID-19 spread is rapid, including imported cases in travelers, cases among close contacts of known infected individuals, and community-acquired cases without a readily identifiable source of infection. Critical shortages of personal protective equipment and ventilators are compounding the stress on overburdened healthcare systems. The continued challenges of social distancing, containment, isolation, and surge capacity in already stressed hospitals, clinics, and emergency departments have led to a swell in technologically-assisted care delivery strategies, such as telemedicine and web-based triage. As the race to develop an effective vaccine intensifies, several clinical trials of antivirals and immune modulators are underway, though no reliable COVID-19-specific therapeutics (inclusive of some potentially effective single and multi-drug regimens) have been identified as of yet. With many nations and regions declaring a state of emergency, unprecedented quarantine, social distancing, and border closing efforts are underway. Implementation of social and physical isolation measures has caused sudden and profound economic hardship, with marked decreases in global trade and local small business activity alike, and full ramifications likely yet to be felt. Current state-of-science, mitigation strategies, possible therapies, ethical considerations for healthcare workers and policymakers, as well as lessons learned for this evolving global threat and the eventual return to a new normal are discussed in this article.",,,,,"Firstenberg, Michael S/E-3060-2011; M, A/I-3540-2019; Yaffee, Anna/AAQ-3559-2021; El-Menyar, Ayman/F-6734-2015","M, A/0000-0001-8474-5090; El-Menyar, Ayman/0000-0003-2584-953X; Izurieta, Ricardo/0000-0003-1256-5896; Yaffee, Anna/0000-0002-4495-6587; Surendran Pillai, Vimal Krishnan/0000-0002-0100-2396; Saddikuti, Venkataramanaiah/0000-0003-0780-6931; Worlton, Tamara/0000-0002-6959-9985; Leyfman, Yan/0000-0002-9331-1857",,,,,,,,,,,,,0974-777X,0974-8245,,,,APR-JUN,2020,12,2,,,,,47,93,,10.4103/jgid.jgid_86_20,http://dx.doi.org/10.4103/jgid.jgid_86_20,,,,,,,,32773996,,,,,WOS:000537736100003,View Full Record in Web of Science
J,"Taylor, H; Quantick, O; Ross, D",,,,"Taylor, Hannah; Quantick, O.; Ross, D.",,,Recovery of individual Service personnel in the COVID-19 recovery phase,BMJ MILITARY HEALTH,,,,,,,,,,,,"To deny the SARS-CoV-2 virus easy options for sustained transmission, commanders should model adherence to, and ensure implementation of, social mitigation measures. While some measures can be achieved at the organisational level through policy, every Service person's experience of the COVID-19 pandemic will have differed, affected by a range of personal, occupational and geographical factors. A successful recovery phase for each Service personnel (SP) therefore relies on localised assessments and individualised support plans. The return of SP to the physical environment must be safe, and the financial needs of their whole family must be considered. Commanders must understand the need for balance in supporting social reconnection both personally and in the workplace. Commanders have an important role in the development of SPs' mental resilience; supporting mental well-being, early recognition of deteriorating mental health and signposting, and compassionate understanding of the needs of SP deployed or bereaved. Disruptions to healthcare service provision will impact the duration of medical downgrading, workforce capacity and operational effectiveness according to extant parameters, which must be understood by commanders. Likewise, functional fitness may have been adversely affected. Physical health and fitness recovery can be supported by time-based extensions to occupational health policy and graduated return to work physical training programmes.",,,,,,"Ross, David/0000-0001-8073-8053",,,,,,,,,,,,,2633-3767,2633-3775,,,,AUG,2021,167,4,,,,,266,268,,10.1136/bmjmilitary-2020-001603,http://dx.doi.org/10.1136/bmjmilitary-2020-001603,,,,,,,,33055189,,,,,WOS:000678418700014,View Full Record in Web of Science
J,"Lee, T; Roy, A; Power, P; Sembajwe, G; Dropkin, J",,,,"Lee, Timothy; Roy, Asha; Power, Paul; Sembajwe, Grace; Dropkin, Jonathan",,,Ergonomic exposures and control measures associated with mass fatality decedent handling in morgues and body collection points in a New York healthcare system during COVID-19: A case series,INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS,,,,,,,,,,,,"Introduction: In April 2020, novel coronavirus SARS-CoV-2 (COVID-19) produced an ongoing mass fatality event in New York. This overwhelmed hospital morgues necessitating emergent expansion of capacity in the form of refrigerated trucks, trailers, and shipping containers referred to as body collection points (BCPs). The risks for musculoskeletal injury during routine and mass fatality mortuary operations and experiences of decedent handlers throughout the first wave of COVID-19 are presented along with mitigation strategies Methods: Awareness of the high rates of musculoskeletal injury among health care workers due to ergonomic exposures from patient handling, including heavy and repetitive manual lifting, prompted safety walkthroughs of mortuary operations at multiple hospitals within a health system in New York State by workforce safety specialists. Site visits sought to identify ergonomic exposures and ameliorate risk for injury associated with decedent handling by implementing engineering, work practice, and administrative controls. Results: Musculoskeletal exposures included manual lifting of decedents to high and low surfaces, non-neutral postures, maneuvering of heavy equipment, and push/pull forces associated with the transport of decedents Discussion: Risk mitigation strategies through participatory ergonomics, education on body mechanics, development of novel handling techniques implementing friction-reducing aides, procurement of specialized equipment, optimizing BCP design, and facilitation of communication between hospital and system-wide departments are presented along with lessons learned. After-action review of health system workers' compensation data found over four thousand lost workdays due to decedent handling related incidents, which illuminates the magnitude of musculoskeletal injury risk to decedent handlers.",,,,,"Roy, Asha/IAM-8979-2023","Roy, Asha/0000-0001-9011-261X",,,,,,,,,,,,,0169-8141,1872-8219,,,,MAR,2022,88,,,,,,,,103260,10.1016/j.ergon.2022.103260,http://dx.doi.org/10.1016/j.ergon.2022.103260,,FEB 2022,,,,,,35039703,,,,,WOS:000791840500001,View Full Record in Web of Science
J,"Hassan, EM; Mahmoud, HN",,,,"Hassan, Emad M.; Mahmoud, Hussam N.",,,Orchestrating performance of healthcare networks subjected to the compound events of natural disasters and pandemic,NATURE COMMUNICATIONS,,,,,,,,,,,,"The current COVID-19 pandemic has demonstrated the vulnerability of healthcare systems worldwide. When combined with natural disasters, pandemics can further strain an already exhausted healthcare system. To date, frameworks for quantifying the collective effect of the two events on hospitals are nonexistent. Moreover, analytical methods for capturing the dynamic spatiotemporal variability in capacity and demand of the healthcare system posed by different stressors are lacking. Here, we investigate the combined impact of wildfire and pandemic on a network of hospitals. We combine wildfire data with varying courses of the spread of COVID-19 to evaluate the effectiveness of different strategies for managing patient demand. We show that losing access to medical care is a function of the relative occurrence time between the two events and is substantial in some cases. By applying viable mitigation strategies and optimizing resource allocation, patient outcomes could be substantially improved under the combined hazards. COVID-19 might occur together with other natural disasters but frameworks to quantify collective effects is lacking. Here, the authors investigated the readiness of a healthcare system in the face of wildfire during an epidemic by assuming the COVID-19 pandemic occurred around the same time with the Camp Fire case in Butte Country California 2018/2019.",,,,,,"Mahmoud, Hussam/0000-0002-3106-6067",,,,,,,,,,,,,,2041-1723,,,,FEB 26,2021,12,1,,,,,,,1338,10.1038/s41467-021-21581-x,http://dx.doi.org/10.1038/s41467-021-21581-x,,,,,,,,33637734,,,,,WOS:000624979400014,View Full Record in Web of Science
J,"Burda, Z",,,,"Burda, Zdzislaw",,,Modelling Excess Mortality in Covid-19-Like Epidemics,ENTROPY,,,,,,,,,,,,"We develop an agent-based model to assess the cumulative number of deaths during hypothetical Covid-19-like epidemics for various non-pharmaceutical intervention strategies. The model simulates three interrelated stochastic processes: epidemic spreading, availability of respiratory ventilators and changes in death statistics. We consider local and non-local modes of disease transmission. The first simulates transmission through social contacts in the vicinity of the place of residence while the second through social contacts in public places: schools, hospitals, airports, etc., where many people meet, who live in remote geographic locations. Epidemic spreading is modelled as a discrete-time stochastic process on random geometric networks. We use the Monte-Carlo method in the simulations. The following assumptions are made. The basic reproduction number is R0=2.5 and the infectious period lasts approximately ten days. Infections lead to severe acute respiratory syndrome in about one percent of cases, which are likely to lead to respiratory default and death, unless the patient receives an appropriate medical treatment. The healthcare system capacity is simulated by the availability of respiratory ventilators or intensive care beds. Some parameters of the model, like mortality rates or the number of respiratory ventilators per 100,000 inhabitants, are chosen to simulate the real values for the USA and Poland. In the simulations we compare 'do-nothing' strategy with mitigation strategies based on social distancing and reducing social mixing. We study epidemics in the pre-vacine era, where immunity is obtained only by infection. The model applies only to epidemics for which reinfections are rare and can be neglected. The results of the simulations show that strategies that slow the development of an epidemic too much in the early stages do not significantly reduce the overall number of deaths in the long term, but increase the duration of the epidemic. In particular, a hybrid strategy where lockdown is held for some time and is then completely released, is inefficient.",,,,,,"Burda, Zdzislaw/0000-0002-9656-9570",,,,,,,,,,,,,,1099-4300,,,,NOV,2020,22,11,,,,,,,1236,10.3390/e22111236,http://dx.doi.org/10.3390/e22111236,,,,,,,,33287004,,,,,WOS:000592828700001,View Full Record in Web of Science
J,"Santini, A",,,,"Santini, Alberto",,,Optimising the assignment of swabs and reagent for PCR testing during a viral epidemic,OMEGA-INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE,,,,,,,,,,,,"Early large-scale swab testing is a fundamental tool for health authorities to assess the prevalence of a virus and enact appropriate mitigation measures during an epidemic. The COVID-19 pandemic has shown that the availability of chemical reagent required to carry out the tests is often a bottleneck in increasing a country's testing capacity. Further, demand is unevenly spread between more affected regions (which require more tests they can perform) and less affected ones (which have spare capacity). These issues hint at the opportunity of increasing test capacity via the optimal allocation of swabs and reagent to laboratories. We prove that this is the case, proposing an Integer Programming formulation to maximise the number of tests a country can perform and validating our approach on both real-life data from Italy and synthetic instances. Our results show that increased inter-regional collaboration and a steadier supply of reagent (i.e., coming from local production sites rather than international shipments) can dramatically increase testing capacity. Accordingly, we propose short-term and long-term recommendations for policy makers and health authorities. (c) 2020 Elsevier Ltd. All rights reserved.",,,,,"Santini, Alberto/ABH-6330-2020; Gui, Yuliang/AAP-5071-2021","Santini, Alberto/0000-0002-0440-0357; ",,,,,,,,,,,,,0305-0483,1873-5274,,,,JUL,2021,102,,,,,,,,102341,10.1016/j.omega.2020.102341,http://dx.doi.org/10.1016/j.omega.2020.102341,,APR 2021,,,,,,32982016,,,,,WOS:000640926400015,View Full Record in Web of Science
