doc,Abstract
59,"Introduction: We reported previously that when teams of students reflect on readings about communication, unconscious bias, and service-learning, their critical reflection, implicit bias mitigation, empathy, and compassionate behavior all increase. However, would these gains occur when intimate classroom settings, in-person team meetings, and direct interactions with people served were lost owing to the COVID-19 pandemic and remote learning? Methods: Before an online Medical Humanities course began in August 2020 and following the course in December 2020, 61 prospective medical students (54.1% female) completed reliable surveys of their reflective capacity (RC) and cognitive empathy (compassion). Students also completed surveys about their implicit biases and team community service in December 2020. Results: Both RC and empathy scores increased in students after they reflected on difficulties in communication, unconscious biases, and team service-learning experiences in the course. In written reflections, they reported how their compassionate behavior also grew owing to bias mitigation. Most students concurred that unconscious bias might affect some of (their) clinical decisions or behaviors as a healthcare professional and vowed to remain aware of these biases in clinical settings. Conclusions: Compared to previous years, the pandemic and remote learning had minimal effects on the benefits of our Medical Humanities course."
60,"Background Outbreaks of SARS-CoV-2 in long-term care facilities (LTCFs) cause significant morbidity and mortality. Mapping viral transmission within and between facilities by combining genomic sequencing with epidemiologic investigations enables targeting infection-control interventions. Methods We conducted weekly surveillance of residents and staff in LTCFs in Santa Clara County, California, with >= 1 confirmed COVID-19 case between March and July 2020. Positive samples were referred for whole-genome sequencing. Epidemiological investigations and phylogenetic analyses of the largest outbreaks (>30 cases) were carried out in 6 LTCFs (Facilities A through F). Results Among the 61 LTCFs in the county, 41 had >= 1 confirmed case during the study period, triggering weekly SARS-CoV-2 testing. The 6 largest outbreaks accounted for 60% of cases and 90% of deaths in LTCFs, although the bed capacity of these facilities represents only 11% of the LTCF beds in the county. Phylogenetic analysis of 196 whole-genome sequences recovered from those facilities showed that each outbreak was monophyletic, with staff and residents sharing a common viral lineage. Outbreak investigations revealed that infected staff members often worked at multiple facilities, and in 1 instance, a staff member infected while working in 1 facility was the likely index case in another. Conclusions We detected a pattern of rapid and sustained transmission after a single introduction of SARS-CoV-2 in 6 large LTCF outbreaks, with staff playing a key role in transmission within and between facilities. Infection control, testing, and occupational policies to reduce exposure and transmission risk for staff are essential components to keeping facility residents safe. Genomic sequences from 196 staff and residents of LTCFs in Santa Clara County, California, characterized transmission of SARS-CoV-2 in congregate settings. Timely pairing of epidemiologic and clinical data with genomic sequencing is an important tool to refine SARS-CoV-2 mitigation strategies."
61,"Serological testing for the detection of antibodies against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is emerging as an important component of the clinical management of patients with coronavirus disease 2019 (COVID-19) as well as the epidemiological assessment of SARS-CoV-2 exposure worldwide. In addition to molecular testing for the detection of SARS-CoV-2 infection, clinical laboratories have also needed to increase testing capacity to include serological evaluation of patients with suspected or known COVID-19. While regulatory approved serological immunoassays are now widely available from diagnostic manufacturers globally, there is significant debate regarding the clinical utility of these tests, as well as their clinical and analytical performance requirements prior to application. This document by the International Federation for Clinical Chemistry and Laboratory Medicine (IFCC) Taskforce on COVID-19 provides interim guidance on: (A) clinical indications and target populations, (B) assay selection, (C) assay evaluation, and (D) test interpretation and limitations for serological testing of antibodies against SARS-CoV-2 infection. These evidence-based recommendations will provide practical guidance to clinical laboratories in the selection, verification, and implementation of serological assays and are of the utmost importance as we expand our pandemic response from initial case tracing and containment to mitigation strategies to minimize resurgence and further morbidity and mortality."
62,"Objectives We aimed to model the impact of coronavirus (COVID-19) on the clinical academic response in England, and to provide recommendations for COVID-related research. Design A stochastic model to determine clinical academic capacity in England, incorporating the following key factors which affect the ability to conduct research in the COVID-19 climate: (i) infection growth rate and population infection rate (from UK COVID-19 statistics and WHO); (ii) strain on the healthcare system (from published model); and (iii) availability of clinical academic staff with appropriate skillsets affected by frontline clinical activity and sickness (from UK statistics). Setting Clinical academics in primary and secondary care in England. Participants Equivalent of 3200 full-time clinical academics in England. Interventions Four policy approaches to COVID-19 with differing population infection rates: Italy model (6%), mitigation (10%), relaxed mitigation (40%) and do-nothing (80%) scenarios. Low and high strain on the health system (no clinical academics able to do research at 10% and 5% infection rate, respectively. Main outcome measures Number of full-time clinical academics available to conduct clinical research during the pandemic in England. Results In the Italy model, mitigation, relaxed mitigation and do-nothing scenarios, from 5 March 2020 the duration (days) and peak infection rates (%) are 95(2.4%), 115(2.5%), 240(5.3%) and 240(16.7%) respectively. Near complete attrition of academia (87% reduction, <400 clinical academics) occurs 35 days after pandemic start for 11, 34, 62, 76 days respectively-with no clinical academics at all for 37 days in the do-nothing scenario. Restoration of normal academic workforce (80% of normal capacity) takes 11, 12, 30 and 26 weeks respectively. Conclusions Pandemic COVID-19 crushes the science needed at system level. National policies mitigate, but the academic community needs to adapt. We highlight six key strategies: radical prioritisation (eg 3-4 research ideas per institution), deep resourcing, non-standard leadership (repurposing of key non-frontline teams), rationalisation (profoundly simple approaches), careful site selection (eg protected sites with large academic backup) and complete suspension of academic competition with collaborative approaches."
63,"The current COVID-19 pandemic has contributed to millions of deaths globally and it is estimated that the hit to the global economy could reach more than twelve trillion US-dollars. Disease outbreaks have often pushed weak health systems to a breaking point, as witnessed during cholera, Ebola and Zika virus upsurges. The preparation of a plan involves the analysis of a scenario divided into the disaster cycle's four phases: preparation, response, recovery, and mitigation. Several levels of planning are recognised according to the goals to be reached: strategic plans are directed to define the organisational context and overall aims, operational plans with putting the strategy into place, tactical plans explain how resources will be allocated and managed, as well as provide essential instructions to the responders. The hospital surge capacity relies on the reorganisation of resources according to four categories: system, staff, stuff (supplies), and space. Each of these components needs to be analysed, implemented, and tested during the preparation phase to reduce the occurrence of a critical overrun of the response capabilities, as this will trigger the recourse of contingency plans. The response to pandemics must be associated with public health and social measures, as well as with initiatives to support the psycho-physical health of healthcare workers."
64,"Estimating the spread of SARS-CoV-2 infection in communities is critical. We surveyed 2244 stratified random sample community members of the Gardena valley, a winter touristic area, amidst the first expansion phase of the COVID-19 pandemic in Europe. We measured agreement between Diasorin and Abbott serum bioassay outputs and the Abbott optimal discriminant threshold of serum neutralisation titres with recursive receiver operating characteristic curve. We analytically adjusted serum antibody tests for unbiased seroprevalence estimate and analysed the determinants of infection with non-response weighted multiple logistic regression. SARS-CoV-2 seroprevalence was 26.9% (95% CI 25.2-28.6) by June 2020. The bioassays had a modest agreement with each other. At a lower threshold than the manufacturer's recommended level, the Abbott assay reflected greater discrimination of serum neutralisation capacity. Seropositivity was associated with place and economic activity, not with sex or age. Symptoms like fever and weakness were age-dependent. SARS-CoV-2 mitigation strategies should account for context in high prevalence areas."
65,"Background: Transmission of SARS-CoV-2 in schools primarily for typically developing children is rare. However, less is known about transmission in schools for children with intellectual and developmental disabilities (IDD), who are often unable to mask or maintain social distancing. The objectives of this study were to determine SARS-CoV-2 positivity and in-school transmission rates using weekly screening tests for school staff and students and describe the concurrent deployment of mitigation strategies in six schools for children with IDD. Methods: From November 23, 2020, to May, 28, 2021, weekly voluntary screening for SARS-CoV-2 with a high sensitivity molecular-based saliva test was offered to school staff and students. Weekly positivity rates were determined and compared to local healthcare system and undergraduate student screening data. School-based transmission was assessed among participants quarantined for in-school exposure. School administrators completed a standardized survey to assess school mitigation strategies. Results: A total of 59 students and 416 staff participated. An average of 304 school staff and students were tested per week. Of 7289 tests performed, 21 (0.29%) new SARS-CoV-2 positive cases were identified. The highest weekly positivity rate was 1.2% (n = 4) across all schools, which was less than community positivity rates. Two cases of in-school transmission were identified, each among staff, representing 2% (2/103) of participants quarantined for in-school exposure. Mitigation strategies included higher than expected student mask compliance, reduced room capacity, and phased reopening. Conclusions: During 24 weeks that included the peak of the COVID-19 pandemic in winter 2020-21, we found lower rates of SARS-CoV-2 screening test positivity among staff and students of six schools for children with IDD compared to community rates. In-school transmission of SARS-CoV-2 was low among those quarantined for in-school exposure. However, the impact of the emerging SARS-CoV-2 Delta variant on the effectiveness of these proven mitigation strategies remains unknown."
66,"Mutations of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) are always going on. The pathogenic characteristics of a virus are influenced by mutations in the viral genome. Therefore, the recently identified Omicron BF.7 subvariant might harm humans. Here we aimed to evaluate the potential risks of this newly detected variant and identify possible mitigation strategies. The frequent mutation associated with SARS-CoV-2 makes it more concerning compared to other viruses. The Omicron variant of SARS-CoV-2 has unique changes in the structural amino acid. Thus, Omicron subvariants are different from other coronavirus variants in terms of viral spread, disease severity, vaccine neutralization capacity, and immunity evade. Moreover, Omicron subvariant BF.7 is an offspring of BA.4 and BA.5. Similar S glycoprotein sequences are present among BF.7, BA.4, and BA.5. There is a change in the R346T gene in the receptor binding site of Omicron BF.7 than other Omicron subvariants. This BF.7 subvariant has created a limitation in current monoclonal antibody therapy. Omicron has mutated since it emerged, and the subvariants are improving in terms of transmission as well as antibody evasion. Therefore, the healthcare authorities should pay attention to the BF.7 subvariant of Omicron. The recent upsurge may create havoc all of a sudden. Scientists and researchers across the world should monitor the nature and mutations of SARS-CoV-2 variants. Also, they should find ways to fight the current circulatory variants and any future mutations."
67,"Rationale The COVID-19 pandemic disrupted non-COVID critical care trials globally as intensive care units (ICUs) prioritized patient care and COVID-specific research. The international randomized controlled trial CYCLE (Critical Care Cycling to Improve Lower Extremity Strength) was forced to halt recruitment at all sites in March 2020, creating immediate challenges. We applied the CONSERVE (CONSORT and SPIRIT Extension for RCTs Revised in Extenuating Circumstance) statement as a framework to report the impact of the pandemic on CYCLE and describe our mitigation approaches. Methods On March 23, 2020, the CYCLE Methods Centre distributed a standardized email to determine the number of patients still in-hospital and those requiring imminent 90-day endpoint assessments. We assessed protocol fidelity by documenting attempts to provide the in-hospital randomized intervention (cycling or routine physiotherapy) and collect the primary outcome (physical function 3-days post-ICU discharge) and 90-day outcomes. We advised sites to prioritize data for the study's primary outcome. We sought feedback on pandemic barriers related to trial procedures. Results Our main Methods Centre mitigation strategies included identifying patients at risk for protocol deviations, communicating early and frequently with sites, developing standardized internal tools focused on high-risk points in the protocol for monitoring patient progress, data entry, and validation, and providing guidance to conduct some research activities remotely. For study sites, our strategies included determining how institutional pandemic research policies applied to CYCLE, communicating with the Methods Centre about capacity to continue any part of the research, and developing contingency plans to ensure the protocol was delivered as intended. From 15 active sites (12 Canada, 2 US, 1 Australia), 5 patients were still receiving the study intervention in ICUs, 6 required primary outcomes, and 17 required 90-day assessments. With these mitigation strategies, we attempted 100% of ICU interventions, 83% of primary outcomes, and 100% of 90-day assessments per our protocol. Conclusions We retained all enrolled patients with minimal missing data using several time-sensitive strategies. Although CONSERVE recommends reporting only major modifications incurred by extenuating circumstances, we suggest that it also provides a helpful framework for reporting mitigation strategies with the goal of improving research transparency and trial management."
68,"Having adopted a dynamic zero-COVID strategy to respond to SARS-CoV-2 variants with higher transmissibility since August 2021, China is now considering whether, and for how long, this policy can remain in place. The debate has thus shifted towards the identification of mitigation strategies for minimizing disruption to the healthcare system in the case of a nationwide epidemic. To this aim, we developed an age-structured stochastic compartmental susceptible-latent-infectious-removed-susceptible model of SARS-CoV-2 transmission calibrated on the initial growth phase for the 2022 Omicron outbreak in Shanghai, to project COVID-19 burden (that is, number of cases, patients requiring hospitalization and intensive care, and deaths) under hypothetical mitigation scenarios. The model also considers age-specific vaccine coverage data, vaccine efficacy against different clinical endpoints, waning of immunity, different antiviral therapies and nonpharmaceutical interventions. We find that the level of immunity induced by the March 2022 vaccination campaign would be insufficient to prevent an Omicron wave that would result in exceeding critical care capacity with a projected intensive care unit peak demand of 15.6 times the existing capacity and causing approximately 1.55 million deaths. However, we also estimate that protecting vulnerable individuals by ensuring accessibility to vaccines and antiviral therapies, and maintaining implementation of nonpharmaceutical interventions could be sufficient to prevent overwhelming the healthcare system, suggesting that these factors should be points of emphasis in future mitigation policies. Estimates from a new modeling study suggest that current levels of vaccine coverage in China are insufficient to prevent overwhelming the healthcare system, and that, if left untreated, a nationwide Omicron wave could result in up to 1.55 million deaths."
69,"Background: Public health emergencies (PHE) caused by natural hazards spread from one particular locality to adjacent geographic areas and then encompass the entire planet in today's fast global connectivity mode. Each country, including India, has its own set of potential disasters based on the hazards present as well as the unique vulnerabilities of the community and community's preparedness to respond to particular disasters. Currently, human history is observing a very critical time fighting an invisible enemy-COVID-19. Therefore, in this study, we seek to understand the standardised measures of public hospital preparedness and resilience at times of health emergencies, including a pandemic, the most current one being COVID-19. Methods: We conducted a descriptive, cross-sectional study among health officials of district hospitals (DHs) and community health centres (CHCs) of Rajasthan using a semi-structured online questionnaire, with COVID-19 in mind, and sending it to those who had attended a training programme on disaster preparedness in hospitals. Results: In all, questionnaires were sent to 80 health officials of DHs and CHCs, of which 58 responded, with a response rate of 72.5 per cent. We collected responses on public health emergency preparedness, training-related issues, the capacity to deal with emergencies and prior experience in managing an emergency. Conclusion: The resilience and preparedness of DHs and CHCs in Rajasthan appear to be limited. From the studies it has been revealed that proper training and education on disasters like the current COVID-19, which is of significant importance for healthcare workers, is limited to only 37.9 per cent of healthcare workers. It also emerges that the staff members whenever required could mark and perform in the triage area, but the Isolation room haven't got the request facilities and equipped to stabilise a critical patient despite availability of emergency stock of medicine. The stated functional status of DHs and CHCs reveals that the level of emergency preparedness is between low and medium and also varies from hospital to hospital and from CHC to CHC. Hence, it is time to reassess and upgrade emergency preparedness plans, which include mitigation, preparedness, response and recovery. Federal-, state- and local-level emergency management agencies' functioning has to be effective and well-coordinated with the local level of operation."
70,"To reduce the spread of the severe acute respiratory syndrome coronavirus 2, many pulmonary function testing (PFT) laboratories have been closed or have significantly reduced their testing capacity. Because these mitigation strategies may be necessary for the next 6 to 18 months to prevent recurrent peaks in disease prevalence, fewer objective measurements of lung function will alter the diagnosis and care of patients with chronic respiratory diseases. PFT, which includes spirometry, lung volume, and diffusion capacity measurement, is essential to the diagnosis and management of patients with asthma, COPD, and other chronic lung conditions. Both traditional and innovative alternatives to conventional testing must now be explored. These may include peak expiratory flow devices, electronic portable spirometers, portable exhaled nitric oxide measurement, airwave oscillometry devices, and novel digital health tools such as smartphone microphone spirometers and mobile health technologies along with integration of machine learning approaches. The adoption of some novel approaches may not merely replace but could improve existing management strategies and alter common diagnostic paradigms. With these options comes important technical, privacy, ethical, financial, and medicolegal barriers that must be addressed. However, the coronavirus disease 19 pandemic also presents a unique opportunity to augment conventional testing by including innovative and emerging approaches to measuring lung function remotely in patients with respiratory disease. The benefits of such an approach have the potential to enhance respiratory care and empower patient self-management well beyond the current global pandemic."
71,"Background: The aim of our study was to explore the impact of elective-surgery deferment on the United States healthcare system and subsequent recovery after COVID-19 containment. Using an orthopaedic elective surgery model, we aimed to answer the following: (1) What is the expected recovery time until the health-care system is back to nearly full capacity for performing elective surgery? (2) What will be the expected backlog of elective surgery over time? (3) How should health care change to address the backlog? Methods: A Monte Carlo stochastic simulation-based analysis was performed to forecast the post-pandemic volume of elective, inpatient total joint arthroplasty and spinal fusion surgical cases. The cumulative backlog was calculated and analyzed. We tested model assumptions with sensitivity analyses. Results: Assuming that elective orthopaedic surgery resumes in June 2020, it will take 7, 12, and 16 months-in optimistic, ambivalent, and pessimistic scenarios, respectively-until the health-care system can perform 90% of the expected pre-pandemic forecasted volume of surgery. In the optimistic scenario, there will be a cumulative backlog of >1 million surgical cases at 2 years after the end of elective-surgery deferment. Conclusions: The deferment of elective surgical cases during the SARS-CoV-2 pandemic will have a lasting impact on the United States health-care system. As part of disaster mitigation, it is critical to start planning for recovery now."
72,"Introduction: Throughout the history of world, we have witnessed many epidemics and pandemics associated with considerable morbidity, mortality which has resulted in economic crisis and a massive collateral damage to humanity. In the backdrop of the policies and guidelines to handle any pandemics or epidemics, it is imperative that we strengthen the core public health infrastructure. In this article, we have made an attempt to highlight the requirement of a health care facility which should have the capacity to handle 250 patients amidst an ideal and resource limited setting of containment and mitigation. Aims and Objective: To run a health care facility for treating 250 COVID-19 positive patients categorised into 3 levels. To use manpower in an ideal and resource limited scenario. Methods and Material: The hospital is divided into 3 levels and depending upon the severity. 150 beds are given to mildly symptomatic with risk factors (diabetes, hypertension, CKD, immunocompromised, age >60, requiring oxygen therapy and monitoring). 60 beds are given to patients moderately sick {mild ARDS patients}with continue requirement of oxygen by different other modes (high flow nasal cannula, protected non-invasive ventilation, active use of prone position) not responding to usual management. 40 beds are reserve for the patient requiring ventilatory support. Conclusion: The pandemic of COVID because of its infectious nature has burdened the healthcare system as well as safety of the care givers. The economic burden of consumable is far-far less as compared to the requirement of human resources and this challenge is faced globally."
73,"Background: Nurses have a rich history in performing their duty both domestically and internationally in response to a disaster. Comprising the largest proportion of the healthcare workforce, nurses possess a unique opportunity to inform disaster planning and management. With the ongoing threat from COVID-19 and continuing conflict, humanitarian aid needs, epidemics and natural disasters; the capacity of nurses to continue to respond in times of global need is unparalleled. Aims: The aim of this paper is to explore the developments in the field of disaster nursing. Mapping key changes in policy, practice and outcomes. Methods: A qualitative interpretive historical review was conducted to examine core developments in the history of disaster nursing, examining key organisations (e.g. World Health Organization, International Council of Nurses), national and international policies and historical accounts. Results: 29 articles were analysed, and politics, strategic perspectives and nursing identity ('sense of duty' and roles) emerged from the literature. The influence of professionalisation and public health/health promotion emerged next. A total of 10 articles refer to disaster nursing specifically, of which 4 of these are reports/policy. Conclusions: Nurses have spent centuries building the trust and legitimacy of the profession. Disaster nursing goes beyond the expectations of a registered nurse. The responsibilities of a disaster nurse encompass wider community health promotion, critical decision-making beyond the individual patient, resilience and ethical challenges. Whilst significant advancements have emerged in the last 30 years, further research, and representation of the profession at a strategic and political level could enhance the effectiveness of nurses' roles in the 4 phases of disaster response: mitigation, preparation, response and recovery."
74,"The COVID-19 pandemic is impacting national and international public health. Routine childhood immunization may be adversely affected by COVID-19 mitigation measures. We aimed to identify the prevalence of delayed immunization and explore the reasons and barriers for delayed immunization during the COVID-19 pandemic in the Qassim region, Saudi Arabia. We conducted a cross-sectional study using an online self-administered questionnaire for parents of children under two years of age during the period from 1 May to 30 June 2020. Most of the 749 participants (82.6%) were mothers, with 31 to 40 years being the most common age group (49.8%). Nearly three-quarters (73.2%) of the parents had appointments scheduled for their child's vaccination during the pandemic, and approximately 23.4% of the parents reported a delay of more than one month in the immunization of their child. The most common reason for the delay was the fear of being infected by COVID-19 (60.9%). Large household size and lack of insurance were risk factors for immunization delay. The COVID-19 pandemic has affected the timeliness of routine childhood immunization in Saudi Arabia. Childhood immunization should be prioritized, as well as the implementation of focused strategies to achieve significant and sustainable vaccination rates during pandemics."
75,"Background The COVID-19 pandemic has resulted in a global health emergency and lock-down measures to curb the uncontrolled transmission chain. Vaccination is an effective measure against COVID-19 infections. In Malaysia amidst the national immunisation programme (NIP) which started in February 2021, there were rising concerns regarding the prevalence of vaccine hesitancy and refusal, and therefore, vaccine uptake among Malaysians. Although there are many quantitative studies on COVID-19 vaccination, the subjective experience of individuals was understudied. This study aims to explore the lived experiences of Malaysians regarding vaccine hesitancy and refusal, and facilitating factors that could enhance vaccine acceptance and uptake. Methods This qualitative study employed the hermeneutic phenomenological study design. Purposive sampling strategies were used to recruit Malaysians that had direct experiences with friends, family members and their community who were hesitating or refusing to accept the COVID-19 vaccines. A semi-structured interview guide was developed based on the expert knowledge of the investigators and existing literature on the topic. A series of focus group interviews (FGIs) was conducted online facilitated by a multidisciplinary team of experts. The group interviews were transcribed verbatim and analysed. Results Fifty-nine participants took part in seven FGIs. We found that incongruence was the overall thematic meaning that connected all the 3 main themes. These themes comprise firstly, the incongruence between the aims and implementation of the National Immunization Program which highlighted the gap between realities and needs on the ground. Secondly, the incongruence between Trust and Mistrust revealed a trust deficit in the government, COVID-19 news, and younger people's preference to follow the examples of local vaccination heroes. Thirdly, the incongruence in communication showed the populace's mixed views regarding official media and local social media. Conclusions This study provided rich details on the complex picture of the COVID-19 immunization program in Malaysia and its impact on vaccine hesitancy and refusal. The inter-related and incongruent factors explained the operational difficulty and complexity of the NIP and the design of an effective health communication campaign. Identified gaps such as logistical implementation and communication strategies should be noted by policymakers in implementing mitigation plans."
76,"Over the past two decades, vaccination programmes for vaccine-preventable diseases (VPDs) have expanded across low- and middle-income countries (LMICs). However, the rise of COVID-19 resulted in global disruption to routine immunisation activities. Such disruptions could have a detrimental effect on public health, leading to more deaths from VPDs, particularly without mitigation efforts. Hence, as routine immunisation activities resume, it is important to estimate the effectiveness of different approaches for recovery. We apply an impact extrapolation method developed by the Vaccine Impact Modelling Consortium to estimate the impact of COVID-19-related disruptions with different recovery scenarios for ten VPDs across 112 LMICs. We focus on deaths averted due to routine immunisations occurring in the years 2020-2030 and investigate two recovery scenarios relative to a no-COVID-19 scenario. In the recovery scenarios, we assume a 10% COVID-19-related drop in routine immunisation coverage in the year 2020. We then linearly interpolate coverage to the year 2030 to investigate two routes to recovery, whereby the immunization agenda (IA2030) targets are reached by 2030 or fall short by 10%. We estimate that falling short of the IA2030 targets by 10% leads to 11.26% fewer fully vaccinated persons (FVPs) and 11.34% more deaths over the years 2020-2030 relative to the no-COVID-19 scenario, whereas, reaching the IA2030 targets reduces these proportions to 5% fewer FVPs and 5.22% more deaths. The impact of the disruption varies across the VPDs with diseases where coverage expands drastically in future years facing a smaller detrimental effect. Overall, our results show that drops in routine immunisation coverage could result in more deaths due to VPDs. As the impact of COVID-19-related disruptions is dependent on the vaccination coverage that is achieved over the coming years, the continued efforts of building up coverage and addressing gaps in immunity are vital in the road to recovery. (C) 2022 The Authors. Published by Elsevier Ltd."
77,"In this work, we present a particle-based SEIR epidemic simulator as a tool to assess the impact of different vaccination strategies on viral propagation and to model sterilizing and effective immunization outcomes. The simulator includes modules to support contact tracing of the interactions amongst individuals and epidemiological testing of the general population. The particles are distinguished by age to represent more accurately the infection and mortality rates. The tool can be calibrated by region of interest and for different vaccination strategies to enable locality-sensitive virus mitigation policy measures and resource allocation. Moreover, the vaccination policy can be simulated based on the prioritization of certain age groups or randomly vaccinating individuals across all age groups. The results based on the experience of the province of Lecco, Italy, indicate that the simulator can evaluate vaccination strategies in a way that incorporates local circumstances of viral propagation and demographic susceptibilities. Further, the simulator accounts for modeling the distinction between sterilizing immunization, where immunized people are no longer contagious, and effective immunization, where the individuals can transmit the virus even after getting immunized. The parametric simulation results showed that the sterilizing-age-based vaccination scenario results in the least number of deaths. Furthermore, it revealed that older people should be vaccinated first to decrease the overall mortality rate. Also, the results showed that as the vaccination rate increases, the mortality rate between the scenarios shrinks."
78,"Background: Immunization against Bordetella pertussis during pregnancy reduces morbidity from severe pertussis in young infants via trans-placental transfer of anti-B. pertussis Immunoglobulin G (IgG). Studies have reported a near disappearance of respiratory pathogens including B. pertussis following implemen-tation of mitigation strategies to control Coronavirus disease 2019 (COVID-19). We explored how immu-nity against B. pertussis changed in women of childbearing-age through the COVID-19 pandemic.Methods: Paired blood samples from females of childbearing-age collected at the beginning (May-June 2020) and nearly one year into the COVID-19 pandemic (February-May 2021) in British Columbia (BC), Canada were tested for anti-B. pertussis IgG levels. To ascertain whether early-pandemic IgG levels in 2020 reflected levels in pregnant women early in gestation, 1st trimester sera collected from age-matched healthy pregnant women in 2018 and 2019 were tested for anti-B. pertussis IgG. Levels were compared by t tests. P-value of 0.05 was assigned and statistical significance was set as p < 0.016 using Bonferroni correction.Results: Annual provincial B. pertussis incidences per 100,000 in BC in 2020 (3/100,000) and 2021 (<1/100,000) approximated the lowest levels since 1990. In 2021 vs. 2020, anti-pertussis toxin (PT), fil-amentous hemagglutinin (FHA) and pertactin (PRN) IgG levels declined in women of childbearing-age: 6.8 IU/ml (95 %CI, 4.2-10.9) vs. 8.4 IU/ml (5.1-13.9; p = 0.004); 18.8 IU/ml (10.9-32.2) vs. 23.6 IU/ml (13.2-42.1; p < 0.001); and 37.1 IU/ml (18.1-75.9) vs. 47.2 IU/ml (24.8-89.9; p = 0.092), respectively. Although all values were slightly higher, anti-PT, FHA and PRN IgG levels in women of childbearing age did not significantly differ in 2020 compared with early-gestation pregnant women in 2018-2019, 8.4 IU/ml (95% CI, 5.1-13.9) vs. 5.4 IU/ml (95% CI, 3.8-7.7; p = 0.166), 23.6 IU/ml (95% CI, 13.2-42.1) vs. 20.1 IU/ml (95% CI, 13.4-30.2; p = 0.656), and 47.2 IU/ml (24.8-89.9) vs. 17.3 IU/ml (95% CI, 10.5- 28.7; p = 0.021), respectively.Discussion: B. pertussis infections should be closely monitored during the relaxing of mitigation measures for COVID-19. (c) 2022 Elsevier Ltd. All rights reserved."
79,"As the COVID-19 pandemic progresses, millions of infants are unprotected against immune-preventable diseases due to interruptions in vaccination services. The direct effects of the pandemic, as well as the non-pharmacological interventions for its containment, mitigation and suppression adopted by many countries, have affected their vaccination programs. We conducted an ecological study analyzing the performance of the vaccination program in the Dominican Republic before (2019) and during the COVID-19 pandemic (2020). We compared annual public coverage data, analyzed trends and changes in coverage, dropout rate, and number of partially and unvaccinated infants by geographic area and COVID-19 incidence rate. Compared to baseline, coverage for all vaccines decreased by 10.4 (SD, 3.6) percent; among these, coverage for the third dose of the pentavalent vaccine decreased from 90.1% in 2019 to 81.1% in 2020. The number of partially vaccinated (n = 34,185) and unvaccinated (n = 5,593) infants increased 66% and 376%, respectively. The slight increase in the annual dropout rate (1.1%) was directly proportional to the number of COVID-19 cases per month. We found a significant association between the annual absolute change of Penta3 and the subnational Human Development Index. The pandemic significantly weakened the performance of the routine vaccination program. Interventions are needed to recover and maintain lost vaccination coverage, reducing the risk of outbreaks of preventable diseases, especially in those provinces with less human development."
80,"The COVID-19 pandemic has unfolded to be the most challenging global health crisis in a century. In 11 months since its first emergence, according to WHO, the causative infectious agent SARS-CoV-2 has infected more than 100 million people and claimed more than 2.15 million lives worldwide. Moreover, the world has raced to understand the virus and natural immunity and to develop vaccines. Thus, within a short 11 months a number of highly promising COVID-19 vaccines were developed at an unprecedented speed and are now being deployed via emergency use authorization for immunization. Although a considerable number of review contributions are being published, all of them attempt to capture only a specific aspect of COVID-19 or its therapeutic approaches based on ever-expanding information. Here, we provide a comprehensive overview to conceptually thread together the latest information on global epidemiology and mitigation strategies, clinical features, viral pathogenesis and immune responses, and the current state of vaccine development."
81,"Objectives: Young adults are essential to the effective mitigation of the novel coronavirus (SARS-CoV-2/COVID-19) given their tendency toward greater frequency of social interactions. Little is known about vaccine willingness during pandemics in European populations. This study examined young people's attitudes toward COVID-19 vaccines in Fall 2020. Methods: Data came from an ongoing longitudinal study's online COVID-19-focused supplement among young adults aged 22 in Zurich, Switzerland (N = 499) in September 2020. Logistic regressions examined young adults' likelihood of participating in COVID-19 immunization programs. Results: Approximately half of respondents reported being unlikely to get vaccinated against COVID-19. Compared to males, females were more likely to oppose COVID-19 vaccination (p < 0.05). In multivariate models, Sri Lankan maternal background and higher socioeconomic status were associated with a greater likelihood of getting vaccinated against COVID-19 (p < 0.05). Respondents were more likely to report a willingness to get vaccinated against COVID-19 when they perceived 1) an effective government response (p < 0.05) and 2) their information sources to be objective (p < 0.05). Conclusion: This study communicates aspects important to the development of targeted information campaigns to promote engagement in COVID-19 immunization efforts."
